episode	lm	weight	score	was_correct
0	learning_module_0	1.1	0.55	True
0	learning_module_1	1.1	0.55	True
0	learning_module_2	1.1	0.55	True
0	learning_module_3	0.91	0.45	False
0	learning_module_4	1.1	0.55	True
1	learning_module_0	1.1900000000000002	0.5950000000000001	True
1	learning_module_1	1.1900000000000002	0.5950000000000001	True
1	learning_module_2	1.1900000000000002	0.5950000000000001	True
1	learning_module_3	1.01	0.505	True
1	learning_module_4	0.9910000000000001	0.49500000000000005	False
2	learning_module_0	1.2710000000000001	0.6355000000000001	True
2	learning_module_1	1.2710000000000001	0.6355000000000001	True
2	learning_module_2	1.2710000000000001	0.6355000000000001	True
2	learning_module_3	1.109	0.5545	True
2	learning_module_4	1.0910000000000002	0.5455000000000001	True
3	learning_module_0	1.3439	0.67195	True
3	learning_module_1	1.3439	0.67195	True
3	learning_module_2	1.3439	0.67195	True
3	learning_module_3	1.1981	0.59905	True
3	learning_module_4	0.9837100000000002	0.4909500000000001	False
4	learning_module_0	1.40951	0.704755	True
4	learning_module_1	1.40951	0.704755	True
4	learning_module_2	1.40951	0.704755	True
4	learning_module_3	1.27829	0.639145	True
4	learning_module_4	1.0837100000000002	0.5418550000000001	True
5	learning_module_0	1.468559	0.7342795	True
5	learning_module_1	1.468559	0.7342795	True
5	learning_module_2	1.468559	0.7342795	True
5	learning_module_3	1.150461	0.5752305	False
5	learning_module_4	0.9778051000000002	0.4876695000000001	False
6	learning_module_0	1.5217030999999999	0.7608515499999999	True
6	learning_module_1	1.5217030999999999	0.7608515499999999	True
6	learning_module_2	1.5217030999999999	0.7608515499999999	True
6	learning_module_3	1.0354149	0.51770745	False
6	learning_module_4	0.8900245900000002	0.4389025500000001	False
7	learning_module_0	1.5695327899999998	0.7847663949999999	True
7	learning_module_1	1.5695327899999998	0.7847663949999999	True
7	learning_module_2	1.5695327899999998	0.7847663949999999	True
7	learning_module_3	1.1318734099999999	0.5659367049999999	True
7	learning_module_4	0.8110221310000002	0.3950122950000001	False
8	learning_module_0	1.6125795109999999	0.8062897554999999	True
8	learning_module_1	1.6125795109999999	0.8062897554999999	True
8	learning_module_2	1.6125795109999999	0.8062897554999999	True
8	learning_module_3	1.018686069	0.5093430345	False
8	learning_module_4	0.9199199179000002	0.4555110655000001	True
9	learning_module_0	1.6513215599	0.82566077995	True
9	learning_module_1	1.6513215599	0.82566077995	True
9	learning_module_2	1.6513215599	0.82566077995	True
9	learning_module_3	0.92513571589	0.45840873104999996	False
9	learning_module_4	1.0199199179000003	0.5099599589500001	True
10	learning_module_0	1.68618940391	0.843094701955	True
10	learning_module_1	1.68618940391	0.843094701955	True
10	learning_module_2	1.68618940391	0.843094701955	True
10	learning_module_3	1.0251357158899999	0.5125678579449999	True
10	learning_module_4	1.1179279261100004	0.5589639630550002	True
11	learning_module_0	1.7175704635190001	0.8587852317595001	True
11	learning_module_1	1.7175704635190001	0.8587852317595001	True
11	learning_module_2	1.7175704635190001	0.8587852317595001	True
11	learning_module_3	1.1226221443009998	0.5613110721504999	True
11	learning_module_4	1.2061351334990003	0.6030675667495001	True
12	learning_module_0	1.7458134171671	0.87290670858355	True
12	learning_module_1	1.7458134171671	0.87290670858355	True
12	learning_module_2	1.7458134171671	0.87290670858355	True
12	learning_module_3	1.2103599298708998	0.6051799649354499	True
12	learning_module_4	1.2855216201491002	0.6427608100745501	True
13	learning_module_0	1.77123207545039	0.885616037725195	True
13	learning_module_1	1.77123207545039	0.885616037725195	True
13	learning_module_2	1.77123207545039	0.885616037725195	True
13	learning_module_3	1.08932393688381	0.544661968441905	False
13	learning_module_4	1.1569694581341903	0.5784847290670951	False
14	learning_module_0	1.794108867905351	0.8970544339526755	True
14	learning_module_1	1.794108867905351	0.8970544339526755	True
14	learning_module_2	1.794108867905351	0.8970544339526755	True
14	learning_module_3	0.982352388875886	0.4901957715977145	False
14	learning_module_4	1.2412725123207713	0.6206362561603856	True
15	learning_module_0	1.8146979811148158	0.9073489905574079	True
15	learning_module_1	1.6146979811148159	0.8073489905574079	False
15	learning_module_2	1.8146979811148158	0.9073489905574079	True
15	learning_module_3	0.8941171499882975	0.44117619443794304	False
15	learning_module_4	1.1171452610886943	0.5585726305443471	False
16	learning_module_0	1.8332281830033343	0.9166140915016672	True
16	learning_module_1	1.6532281830033342	0.8266140915016671	True
16	learning_module_2	1.8332281830033343	0.9166140915016672	True
16	learning_module_3	0.8147054349894678	0.39705857499414876	False
16	learning_module_4	1.0054307349798248	0.5027153674899124	False
17	learning_module_0	1.8499053647030008	0.9249526823515004	True
17	learning_module_1	1.6879053647030007	0.8439526823515003	True
17	learning_module_2	1.8499053647030008	0.9249526823515004	True
17	learning_module_3	0.9232348914905211	0.45735271749473394	True
17	learning_module_4	0.9143988953336581	0.4524438307409212	False
18	learning_module_0	1.8649148282327008	0.9324574141163504	True
18	learning_module_1	1.7191148282327007	0.8595574141163503	True
18	learning_module_2	1.8649148282327008	0.9324574141163504	True
18	learning_module_3	0.840911402341469	0.41161744574526055	False
18	learning_module_4	0.8329590058002924	0.4071994476668291	False
19	learning_module_0	1.8784233454094308	0.9392116727047154	True
19	learning_module_1	1.7472033454094307	0.8736016727047153	True
19	learning_module_2	1.8784233454094308	0.9392116727047154	True
19	learning_module_3	0.9468202621073222	0.47045570117073454	True
19	learning_module_4	0.7596631052202631	0.3664795029001462	False
20	learning_module_0	1.8905810108684877	0.9452905054342439	True
20	learning_module_1	1.7724830108684877	0.8862415054342438	True
20	learning_module_2	1.8905810108684877	0.9452905054342439	True
20	learning_module_3	1.0468202621073222	0.5234101310536611	True
20	learning_module_4	0.8736967946982369	0.4298315526101316	True
21	learning_module_0	1.9015229097816388	0.9507614548908194	True
21	learning_module_1	1.795234709781639	0.8976173548908195	True
21	learning_module_2	1.9015229097816388	0.9507614548908194	True
21	learning_module_3	0.9479244123069309	0.471069117948295	False
21	learning_module_4	0.9763271152284132	0.48684839734911844	True
22	learning_module_0	1.911370618803475	0.9556853094017375	True
22	learning_module_1	1.815711238803475	0.9078556194017375	True
22	learning_module_2	1.911370618803475	0.9556853094017375	True
22	learning_module_3	1.047924412306931	0.5239622061534654	True
22	learning_module_4	0.888694403705572	0.4381635576142066	False
23	learning_module_0	1.9202335569231275	0.9601167784615637	True
23	learning_module_1	1.8341401149231276	0.9170700574615638	True
23	learning_module_2	1.9202335569231275	0.9601167784615637	True
23	learning_module_3	1.1431319710762378	0.5715659855381189	True
23	learning_module_4	0.8098249633350146	0.39434720185278593	False
24	learning_module_0	1.9282102012308147	0.9641051006154073	True
24	learning_module_1	1.850726103430815	0.9253630517154074	True
24	learning_module_2	1.9282102012308147	0.9641051006154073	True
24	learning_module_3	1.228818773968614	0.614409386984307	True
24	learning_module_4	0.9188424670015132	0.4549124816675073	True
25	learning_module_0	1.9353891811077333	0.9676945905538666	True
25	learning_module_1	1.8656534930877333	0.9328267465438667	True
25	learning_module_2	1.9353891811077333	0.9676945905538666	True
25	learning_module_3	1.3059368965717526	0.6529684482858763	True
25	learning_module_4	0.8369582203013619	0.4094212335007566	False
26	learning_module_0	1.9418502629969598	0.9709251314984799	True
26	learning_module_1	1.87908814377896	0.93954407188948	True
26	learning_module_2	1.9418502629969598	0.9709251314984799	True
26	learning_module_3	1.1753432069145773	0.5876716034572886	False
26	learning_module_4	0.7632623982712258	0.36847911015068097	False
27	learning_module_0	1.9476652366972638	0.9738326183486319	True
27	learning_module_1	1.891179329401064	0.945589664700532	True
27	learning_module_2	1.9476652366972638	0.9738326183486319	True
27	learning_module_3	1.2578088862231196	0.6289044431115598	True
27	learning_module_4	0.6969361584441032	0.3316311991356129	False
28	learning_module_0	1.9528987130275375	0.9764493565137687	True
28	learning_module_1	1.9020613964609576	0.9510306982304788	True
28	learning_module_2	1.9528987130275375	0.9764493565137687	True
28	learning_module_3	1.3320279976008076	0.6660139988004038	True
28	learning_module_4	0.817242542599693	0.39846807922205163	True
29	learning_module_0	1.9576088417247837	0.9788044208623918	True
29	learning_module_1	1.911855256814862	0.955927628407431	True
29	learning_module_2	1.9576088417247837	0.9788044208623918	True
29	learning_module_3	1.398825197840727	0.6994125989203634	True
29	learning_module_4	0.7455182883397237	0.3586212712998465	False
30	learning_module_0	1.9618479575523053	0.9809239787761527	True
30	learning_module_1	1.9206697311333758	0.9603348655666879	True
30	learning_module_2	1.9618479575523053	0.9809239787761527	True
30	learning_module_3	1.4589426780566541	0.7294713390283271	True
30	learning_module_4	0.8609664595057512	0.4227591441698618	True
31	learning_module_0	1.9656631617970748	0.9828315808985374	True
31	learning_module_1	1.9286027580200382	0.9643013790100191	True
31	learning_module_2	1.9656631617970748	0.9828315808985374	True
31	learning_module_3	1.5130484102509887	0.7565242051254943	True
31	learning_module_4	0.9648698135551761	0.4804832297528756	True
32	learning_module_0	1.9690968456173672	0.9845484228086836	True
32	learning_module_1	1.9357424822180345	0.9678712411090172	True
32	learning_module_2	1.9690968456173672	0.9845484228086836	True
32	learning_module_3	1.36174356922589	0.680871784612945	False
32	learning_module_4	1.0648698135551762	0.5324349067775881	True
33	learning_module_0	1.9721871610556305	0.9860935805278153	True
33	learning_module_1	1.942168233996231	0.9710841169981155	True
33	learning_module_2	1.9721871610556305	0.9860935805278153	True
33	learning_module_3	1.4255692123033008	0.7127846061516504	True
33	learning_module_4	0.9625445489796928	0.4791914160998293	False
34	learning_module_0	1.9749684449500675	0.9874842224750338	True
34	learning_module_1	1.9479514105966078	0.9739757052983039	True
